"Part";"Value";"Device";"Package";"Description";"DESCRIPTION";"HEIGHT";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MOUSER_PART_NUMBER";"MOUSER_PRICE-STOCK";"POPULARITY";"SPICEPREFIX";
"+9V";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"C1";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C2";"47p";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C3";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C4";"47p";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C5";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C6";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C7";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C8";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C9";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C10";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C11";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C12";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C13";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C14";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C15";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C16";"10n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C17";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C18";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C19";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C20";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C21";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C22";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C23";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C24";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C25";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C26";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C27";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C28";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C29";"10n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C30";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C31";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C32";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C33";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C34";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C35";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C36";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C37";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C38";"3n3";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C39";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C40";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C41";"4n7";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C42";"10n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C43";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C44";"100p";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C45";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C46";"100p";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C47";"1u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C48";"100u";"CPOL-USE2.5-6";"E2,5-6";"POLARIZED CAPACITOR, American symbol";"";"";"";"";"";"";"14";"C";
"C49";"47u";"CPOL-USE2.5-6";"E2,5-6";"POLARIZED CAPACITOR, American symbol";"";"";"";"";"";"";"14";"C";
"C50";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C51";"100n";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C52";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C53";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C54";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C55";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C56";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C57";"10u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C58";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C59";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"C60";"47u";"C-EUC0805";"C0805";"CAPACITOR, European symbol";"";"";"";"";"";"";"88";"C";
"D1";"B5817WS-TP";"B5817WS-TP";"SOD2512X115N";"Schottky Diodes & Rectifiers 20V,1A";"Schottky Diodes & Rectifiers 20V,1A";"1.15mm";"Micro Commercial Components (MCC)";"B5817WS-TP";"833-B5817WS-TP";"https://www.mouser.co.uk/ProductDetail/Micro-Commercial-Components-MCC/B5817WS-TP?qs=SdqRYZZ9IxCAZAlW9BKhPg%3D%3D";"";"";
"D2";"1N4148W-13-F";"1N4148W-13-F";"SOD3716X145N";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"1.45mm";"Diodes Inc.";"1N4148W-13-F";"621-1N4148W-13-F";"https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-13-F?qs=rGAXPo9uwV24ebUy2vYvsA%3D%3D";"";"";
"D3";"1N4148W-13-F";"1N4148W-13-F";"SOD3716X145N";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"1.45mm";"Diodes Inc.";"1N4148W-13-F";"621-1N4148W-13-F";"https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-13-F?qs=rGAXPo9uwV24ebUy2vYvsA%3D%3D";"";"";
"D4";"1N4148W-13-F";"1N4148W-13-F";"SOD3716X145N";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"1.45mm";"Diodes Inc.";"1N4148W-13-F";"621-1N4148W-13-F";"https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-13-F?qs=rGAXPo9uwV24ebUy2vYvsA%3D%3D";"";"";
"D6";"LED.3";"LED.3";"3MM_2";"LEDs, all sizes";"";"";"";"";"";"";"";"";
"D7";"1N4148W-13-F";"1N4148W-13-F";"SOD3716X145N";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"Diode Switching 100V 0.15A 2Pin SOD123 Diodes Inc 1N4148W-13-F Switching Diode, 300mA 100V, 2-Pin SOD-123";"1.45mm";"Diodes Inc.";"1N4148W-13-F";"621-1N4148W-13-F";"https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-13-F?qs=rGAXPo9uwV24ebUy2vYvsA%3D%3D";"";"";
"DEPTH";"B10k";"9MM.1";"9MM_METAL_SHAFT";"9mm Potentiometers";"";"";"";"";"";"";"";"";
"GND";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"GND_IN";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"GND_OUT";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"GND_SW";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"IC1";"ATTINY841-SSU";"ATTINY841-SSU";"SOIC127P600X175-14N";"MCU 8-bit ATtiny AVR 8KB Flash Atmel ATTINY841-SSU, 8bit AVR Microcontroller, 16MHz, 8 kB Flash, 14-Pin SOIC";"MCU 8-bit ATtiny AVR 8KB Flash Atmel ATTINY841-SSU, 8bit AVR Microcontroller, 16MHz, 8 kB Flash, 14-Pin SOIC";"1.75mm";"Microchip";"ATTINY841-SSU";"556-ATTINY841-SSU";"https://www.mouser.co.uk/ProductDetail/Microchip-Technology-Atmel/ATTINY841-SSU?qs=HVbQlW5zcXVaBIh573n%252Bhw%3D%3D";"";"";
"IC2";"TL072D";"TL072D";"SO08";"OP AMP";"";"";"";"";"";"";"0";"";
"IC3";"TL072D";"TL072D";"SO08";"OP AMP";"";"";"";"";"";"";"0";"";
"IC4";"";"PT2399";"SO16";"Delay";"";"";"";"";"";"";"";"";
"IC5";"";"PT2399";"SO16";"Delay";"";"";"";"";"";"";"";"";
"IC7";"";"PT2399";"SO16";"Delay";"";"";"";"";"";"";"";"";
"IC8";"TS78L05CX_RFG";"TS78L05CX_RFG";"SOT95P280X130-3N";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"1.3mm";"Taiwan Semiconductor";"TS78L05CX RFG";"821-TS78L05CXRFG";"https://www.mouser.co.uk/ProductDetail/Taiwan-Semiconductor/TS78L05CX-RFG?qs=QEzMiVqgwc0tMcW799RpJg%3D%3D";"";"";
"IC9";"TS78L05CX_RFG";"TS78L05CX_RFG";"SOT95P280X130-3N";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"1.3mm";"Taiwan Semiconductor";"TS78L05CX RFG";"821-TS78L05CXRFG";"https://www.mouser.co.uk/ProductDetail/Taiwan-Semiconductor/TS78L05CX-RFG?qs=QEzMiVqgwc0tMcW799RpJg%3D%3D";"";"";
"IC10";"TS78L05CX_RFG";"TS78L05CX_RFG";"SOT95P280X130-3N";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"1.3mm";"Taiwan Semiconductor";"TS78L05CX RFG";"821-TS78L05CXRFG";"https://www.mouser.co.uk/ProductDetail/Taiwan-Semiconductor/TS78L05CX-RFG?qs=QEzMiVqgwc0tMcW799RpJg%3D%3D";"";"";
"IC11";"TS78L05CX_RFG";"TS78L05CX_RFG";"SOT95P280X130-3N";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"TAIWAN SEMICONDUCTOR - TS78L05CX RFG - REG 3-TERMINAL 100MA, SMD, SOT-23-3";"1.3mm";"Taiwan Semiconductor";"TS78L05CX RFG";"821-TS78L05CXRFG";"https://www.mouser.co.uk/ProductDetail/Taiwan-Semiconductor/TS78L05CX-RFG?qs=QEzMiVqgwc0tMcW799RpJg%3D%3D";"";"";
"IN_L";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"IN_R";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"L";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"MB";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"MODE";"";"DPDT.LUGS";"DPDT.LUGS";"DPDT Switches";"";"";"";"";"";"";"";"";
"OUT_L";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"OUT_R";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"Q1";"MMBT5088LT1G";"MMBT5088LT1G";"SOT95P237X111-3N";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"1.11mm";"ON Semiconductor";"MMBT5088LT1G";"863-MMBT5088LT1G";"https://www.mouser.co.uk/ProductDetail/onsemi/MMBT5088LT1G?qs=HVbQlW5zcXW4Her9wnPvIg%3D%3D";"";"";
"Q2";"MMBT5088LT1G";"MMBT5088LT1G";"SOT95P237X111-3N";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"1.11mm";"ON Semiconductor";"MMBT5088LT1G";"863-MMBT5088LT1G";"https://www.mouser.co.uk/ProductDetail/onsemi/MMBT5088LT1G?qs=HVbQlW5zcXW4Her9wnPvIg%3D%3D";"";"";
"Q3";"MMBT5088LT1G";"MMBT5088LT1G";"SOT95P237X111-3N";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"ON Semi MMBT5088LT1G NPN Bipolar Transistor, 50 mA, 30 V, 3-Pin SOT-23";"1.11mm";"ON Semiconductor";"MMBT5088LT1G";"863-MMBT5088LT1G";"https://www.mouser.co.uk/ProductDetail/onsemi/MMBT5088LT1G?qs=HVbQlW5zcXW4Her9wnPvIg%3D%3D";"";"";
"Q4";"MMBT3904";"MMBT3904";"SOT95P240X120-3N";"Transistor GP BJT NPN 40V 0.2A SOT23 Fairchild MMBT3904 NPN Bipolar Transistor, 0.2 A, 40 V, 3-Pin SOT-23";"Transistor GP BJT NPN 40V 0.2A SOT23 Fairchild MMBT3904 NPN Bipolar Transistor, 0.2 A, 40 V, 3-Pin SOT-23";"1.2mm";"onsemi";"MMBT3904";"512-MMBT3904";"https://www.mouser.co.uk/ProductDetail/ON-Semiconductor-Fairchild/MMBT3904?qs=UMEuL5FsraCg3xKjS4uBJQ%3D%3D";"";"";
"Q5";"2N7002";"2N7002";"SOT96P240X120-3N";"N-channel MOSFET,2N7002 0.115A 60V";"N-channel MOSFET,2N7002 0.115A 60V";"1.2mm";"onsemi";"2N7002";"512-2N7002";"https://www.mouser.co.uk/ProductDetail/ON-Semiconductor-Fairchild/2N7002?qs=0dwsXDNhqlz66WJJhrTFjQ%3D%3D";"";"";
"R";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"R1";"1M";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R2";"100k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R3";"100k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R4";"1M";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R5";"100k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R6";"100k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R7";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R8";"100R";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R9";"68k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R10";"33k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R11";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R12";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R13";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R14";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R15";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R16";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R17";"4k7";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R18";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R19";"100R";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R20";"68k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R21";"33k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R22";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R23";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R24";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R25";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R26";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R27";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R28";"4k7";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R29";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R30";"100R";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R31";"68k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R32";"33k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R33";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R34";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R35";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R36";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R37";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R38";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R39";"4k7";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R40";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R41";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R42";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R43";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R44";"1k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R45";"1M";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R46";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R47";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R48";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R49";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R50";"1k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R51";"1M";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R52";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R53";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R54";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R55";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R56";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R57";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R58";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R59";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"R60";"22k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"";"R";
"R61";"2k2";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";"";"";"";"";"";"85";"R";
"SPEED";"B10k";"9MM.1";"9MM_METAL_SHAFT";"9mm Potentiometers";"";"";"";"";"";"";"";"";
"SRC";"LSP10";"LSP10";"LSP10";"SOLDER PAD drill 1.0 mm, distributor Buerklin, 12H555";"";"";"";"";"";"";"52";"";
"T1";"";"TRIMMER";"TRIM1";"Trimpots";"";"";"";"";"";"";"";"";
